x,y,p_xx,p_xy,p_yy
0.0601492,0.00042681,0.0435009,0,0.00299838
0.0614832,0.000431644,0.0437059,0,0.00300261
0.0628157,0.000436663,0.0435906,0,0.00301493
0.0641395,0.000444812,0.0435811,0,0.00302526
0.0654712,0.000448616,0.0437438,0,0.00303272
0.0667903,0.0004497,0.0437473,0,0.00304116
0.0680772,0.000445718,0.0438303,0,0.00304673
0.0693988,0.000443424,0.0438703,0,0.0030544
0.0706892,0.000439857,0.0438599,0,0.00306475
0.072007,0.000434973,0.0440572,0,0.00307376
0.0733967,0.000434902,0.0440966,0,0.00308275
0.0747562,0.000433393,0.044246,0,0.00309519
0.0761964,0.000439111,0.0444354,0,0.00310381
0.0776427,0.00044014,0.0444329,0,0.00311771
0.0790864,0.000439421,0.0446999,0,0.0031292
0.0804853,0.000443071,0.0447403,0,0.003136
0.0818977,0.000453124,0.0448531,0,0.00314339
0.0833011,0.000460092,0.044971,0,0.0031588
0.0846966,0.000462791,0.0450365,0,0.00317016
0.0860754,0.000463274,0.0452579,0,0.00318067
0.0874868,0.000465471,0.0452383,0,0.00319144
0.0889417,0.000475207,0.045416,0,0.0031983
0.090352,0.000485781,0.0454969,0,0.0032135
0.0916975,0.00049778,0.0456137,0,0.0032292
0.0930757,0.00050871,0.0456978,0,0.00323311
0.0944651,0.000524481,0.0455717,0,0.00324201
0.0959075,0.000539402,0.0456624,0,0.00325115
0.0973262,0.00055274,0.0456427,0,0.00325978
0.0987655,0.00056116,0.0457236,0,0.00326732
0.100217,0.000569667,0.0459196,0,0.00328344
0.101618,0.000577634,0.0459499,0,0.003295
0.103004,0.000585841,0.0457575,0,0.00330061
0.104384,0.000585385,0.0458639,0,0.00332027
0.105719,0.00058632,0.0459359,0,0.00333193
0.107039,0.000579197,0.0461204,0,0.00334701
0.108327,0.000573059,0.046067,0,0.00335506
0.109659,0.000574821,0.0462809,0,0.00337278
0.111166,0.000587456,0.0466104,0,0.00338979
0.112558,0.000606581,0.046648,0,0.00340293
0.113956,0.000625077,0.0467087,0,0.00341892
0.115352,0.000646995,0.0470347,0,0.00343646
0.116738,0.000666354,0.047336,0,0.00345331
0.118161,0.00068566,0.0476171,0,0.00346819
0.119622,0.000702864,0.0477576,0,0.00347904
0.121088,0.000716577,0.0478963,0,0.00349474
0.122605,0.000726604,0.048293,0,0.00351566
0.12415,0.000732579,0.0484106,0,0.00353245
0.125689,0.000736763,0.0486553,0,0.00355503
0.127226,0.000732735,0.0487145,0,0.00357125
0.128807,0.000724278,0.0486729,0,0.00358659
0.130347,0.000717706,0.0486626,0,0.00360642
0.131862,0.000710907,0.0484192,0,0.00362216
0.133377,0.000703115,0.0485233,0,0.00364135
0.134854,0.00068999,0.0485741,0,0.00365877
0.136395,0.00067839,0.0486844,0,0.00367151
0.137869,0.000663465,0.048851,0,0.00369877
0.139328,0.000643728,0.0487889,0,0.00371799
0.140769,0.000627176,0.0488935,0,0.00373759
0.142205,0.000601562,0.0491707,0,0.00376591
0.143618,0.000570498,0.049428,0,0.00378532
0.145022,0.00054365,0.0498462,0,0.00380055
0.146499,0.000516209,0.0499328,0,0.00381938
0.14796,0.000492555,0.0501216,0,0.00384113
0.149388,0.000458858,0.0503621,0,0.00385809
0.150795,0.000414216,0.0504677,0,0.00388184
0.152195,0.000365826,0.0505178,0,0.00390219
0.153629,0.000317037,0.0507052,0,0.00391457
0.15509,0.000267681,0.0506322,0,0.0039327
0.156469,0.000208693,0.0509238,0,0.00395445
0.157807,0.000147423,0.0509631,0,0.00397636
0.159209,8.10344e-05,0.05113,0,0.00399983
0.160564,1.06876e-05,0.0513049,0,0.00402431
0.161859,-6.59983e-05,0.0513135,0,0.00404561
0.1632,-0.000141554,0.0515456,0,0.00406959
0.164596,-0.000219139,0.0516431,0,0.00409242
0.166041,-0.000297355,0.051656,0,0.00411764
0.167424,-0.000381459,0.051752,0,0.00413452
0.168843,-0.000477057,0.0517816,0,0.00415093
0.17022,-0.000573411,0.0520709,0,0.0041756
0.171622,-0.00066883,0.052371,0,0.00419838
0.172945,-0.000771663,0.0523477,0,0.00422567
0.174271,-0.000878311,0.0526645,0,0.00424717
0.17563,-0.000988243,0.0527436,0,0.00427186
0.177019,-0.00110067,0.052907,0,0.00429547
0.17842,-0.00121456,0.0530448,0,0.00432349
0.179861,-0.00133012,0.052892,0,0.00434903
0.181332,-0.00145268,0.0529421,0,0.00437801
0.182854,-0.00156482,0.0532031,0,0.00440423
