x,y,p_xx,p_xy,p_yy
1.01981,-0.0269604,619.62,30.8922,237.512
1.01981,-0.0269634,619.776,31.1098,238.456
1.01981,-0.0269641,619.928,31.3179,239.405
1.01981,-0.0269648,620.074,31.5163,240.359
1.01981,-0.0269692,620.215,31.7048,241.317
1.01981,-0.0269737,620.352,31.883,242.28
1.0198,-0.0270017,620.484,32.0508,243.248
1.0198,-0.0270302,620.613,32.208,244.22
1.0198,-0.0270238,620.737,32.3543,245.195
1.0198,-0.0270173,620.858,32.4899,246.174
1.0198,-0.0270213,620.975,32.6143,247.157
1.0198,-0.0270253,621.09,32.7273,248.142
1.0198,-0.0270288,621.202,32.8289,249.131
1.0198,-0.027029,621.311,32.9186,250.122
1.0198,-0.0270291,621.417,32.9966,251.115
1.0198,-0.0270293,621.522,33.063,252.11
1.0198,-0.0270275,621.626,33.1177,253.107
1.0198,-0.0270257,621.728,33.1602,254.104
1.0198,-0.0270256,621.829,33.1904,255.103
1.0198,-0.0270267,621.929,33.2083,256.103
1.0198,-0.0270279,622.029,33.214,257.103
1.0198,-0.0270285,622.129,33.2075,258.103
1.0198,-0.0270331,622.229,33.1886,259.103
1.0198,-0.0270378,622.331,33.1569,260.102
1.0198,-0.0270424,622.433,33.1126,261.099
1.0198,-0.0270525,622.536,33.0557,262.096
1.0198,-0.0270627,622.642,32.9868,263.09
1.0198,-0.0270636,622.749,32.9061,264.083
1.0198,-0.027068,622.859,32.8136,265.074
1.0198,-0.0270724,622.971,32.7089,266.061
1.0198,-0.0270721,623.086,32.5923,267.046
1.0198,-0.0270719,623.205,32.4634,268.027
1.0198,-0.0270716,623.328,32.3227,269.004
1.0198,-0.027068,623.454,32.1705,269.978
1.0198,-0.0270736,623.585,32.0071,270.947
1.0198,-0.0270791,623.72,31.8323,271.912
1.0198,-0.0270782,623.861,31.6462,272.872
1.01981,-0.027086,624.006,31.4488,273.826
1.01981,-0.0270938,624.157,31.241,274.775
1.01981,-0.0271016,624.313,31.023,275.719
1.01981,-0.0271076,624.476,30.7948,276.657
1.01981,-0.0271135,624.644,30.5559,277.588
1.01982,-0.0271194,624.82,30.3066,278.513
1.01981,-0.0271068,625.002,30.047,279.43
1.01981,-0.0271108,625.192,29.7772,280.34
1.01981,-0.0271148,625.389,29.4981,281.243
1.01982,-0.0271192,625.593,29.2099,282.139
1.01982,-0.0271234,625.806,28.9123,283.026
1.01982,-0.0271277,626.026,28.6057,283.906
1.01984,-0.0271681,626.256,28.2901,284.777
1.01983,-0.0271614,626.494,27.9658,285.639
1.01983,-0.0271547,626.74,27.6339,286.492
1.01983,-0.0271481,626.994,27.2944,287.338
1.01982,-0.0271413,627.258,26.9476,288.175
1.01982,-0.0271347,627.53,26.5931,289.002
1.0198,-0.0270864,627.813,26.2312,289.819
1.01978,-0.0270554,628.105,25.8626,290.627
1.01976,-0.0270247,628.407,25.4869,291.425
1.01974,-0.0269772,628.72,25.1045,292.212
1.01973,-0.0269625,629.042,24.7165,292.99
1.01974,-0.02699,629.372,24.3237,293.76
1.01976,-0.0270175,629.711,23.9263,294.521
1.01975,-0.0269972,630.059,23.5245,295.273
1.01974,-0.0269773,630.415,23.1184,296.017
1.01971,-0.026943,630.779,22.7084,296.753
1.01972,-0.026955,631.153,22.2944,297.479
1.01973,-0.0269669,631.536,21.8766,298.196
1.01978,-0.0270464,631.928,21.4552,298.904
1.01984,-0.0271259,632.329,21.0304,299.603
1.0199,-0.0272038,632.741,20.6023,300.291
1.01989,-0.0271926,633.162,20.1712,300.97
1.01988,-0.0271815,633.593,19.7371,301.639
1.01989,-0.0271947,634.035,19.3002,302.297
1.0199,-0.0272016,634.488,18.8608,302.944
1.0199,-0.0272082,634.953,18.4191,303.58
1.01987,-0.0271708,635.428,17.9753,304.204
1.01984,-0.0271338,635.914,17.5298,304.818
1.02013,-0.0274649,636.412,17.0828,305.42
1.02044,-0.0277972,636.921,16.6347,306.011
1.02104,-0.0284447,637.442,16.1856,306.59
1.02167,-0.0290942,637.974,15.736,307.158
1.02276,-0.0302031,638.518,15.286,307.714
1.02418,-0.0315995,639.075,14.8361,308.257
1.02562,-0.0329834,639.644,14.3865,308.788
1.02743,-0.0346822,640.225,13.9376,309.307
1.02928,-0.0363587,640.818,13.4897,309.814
1.03157,-0.0383909,641.424,13.0432,310.308
1.0339,-0.0403975,642.042,12.5983,310.79
1.03632,-0.0424187,642.672,12.1555,311.261
1.03878,-0.0444228,643.313,11.7148,311.72
1.0417,-0.0467495,643.964,11.2764,312.168
1.04465,-0.0490363,644.627,10.8408,312.606
1.04778,-0.0513933,645.301,10.4082,313.032
1.05095,-0.0537343,645.984,9.97848,313.449
1.0542,-0.0560794,646.677,9.55179,313.856
1.05767,-0.0585281,647.378,9.12778,314.255
1.06158,-0.0612494,648.084,8.70601,314.648
1.06463,-0.0633355,648.798,8.28666,315.035
1.06818,-0.0657376,649.515,7.86896,315.418
1.07174,-0.06812,650.237,7.45322,315.796
1.07532,-0.0704855,650.964,7.03949,316.169
1.07888,-0.0728099,651.696,6.6278,316.538
1.08245,-0.0751159,652.432,6.21815,316.902
1.08603,-0.077397,653.173,5.81061,317.261
1.0897,-0.0797055,653.918,5.40523,317.616
1.09343,-0.0820276,654.667,5.0019,317.966
1.09719,-0.0843388,655.421,4.60074,318.313
